conc,FP
1000,257.7
600,250.6
360,182.6
216,130.2
129.6,109.3
77.76,123.2
46.656,91.4
27.9936,88.2
16.79616,81.7
10.077696,86.4
6.0466176,81.4
3.62797056,83.9
2.176782336,79.8
1.306069402,79.7
0.783641641,78.5
0.470184985,80.3
0.282110991,81
0.169266594,83.4
0.101559957,82.9
0.060935974,79.2
0.036561584,78.2
0.021936951,80.9
0,77.9
0,82.8
