conc,FP
1000,271.6
600,272
360,266.6
216,268.9
129.6,277.5
77.76,279.7
46.656,281
27.9936,280.1
16.79616,273.9
10.077696,284.5
6.0466176,269.1
3.62797056,263
2.176782336,245.3
1.306069402,209
0.783641641,142.6
0.470184985,102.5
0.282110991,91.1
0.169266594,74.9
0.101559957,75.1
0.060935974,73.6
0.036561584,75.8
0.021936951,72.9
0,75.8
0,72.8
