conc,FP
1000,279.3
600,264.1
360,245
216,207.9
129.6,158
77.76,129.1
46.656,110.9
27.9936,103
16.79616,88.9
10.077696,87.9
6.0466176,79.2
3.62797056,82.2
2.176782336,74.7
1.306069402,69.7
0.783641641,77.1
0.470184985,76.4
0.282110991,73.3
0.169266594,76.2
0.101559957,73.5
0.060935974,71.9
0.036561584,75.2
0.021936951,80
0,71.9
0,76.7
