conc,FP
1000,274.1
600,273.6
360,265.6
216,255.4
129.6,244.2
77.76,231.1
46.656,212.7
27.9936,204.4
16.79616,176.7
10.077696,163.5
6.0466176,129.1
3.62797056,114
2.176782336,101.5
1.306069402,89.8
0.783641641,81.5
0.470184985,74.5
0.282110991,81
0.169266594,69.8
0.101559957,74.9
0.060935974,77.2
0.036561584,69.9
0.021936951,78.3
0,68.1
0,71
