conc,FP
1000,276.2
600,264.6
360,275.9
216,277.8
129.6,275.7
77.76,274.5
46.656,275.4
27.9936,263.6
16.79616,262.3
10.077696,259.5
6.0466176,252.4
3.62797056,247.7
2.176782336,233.1
1.306069402,223.2
0.783641641,164.4
0.470184985,120.7
0.282110991,98.9
0.169266594,88.4
0.101559957,77.4
0.060935974,73.4
0.036561584,74.1
0.021936951,71.2
0,75.3
0,62.4
