conc,FP
1000,256.6
600,262.7
360,269
216,281.6
129.6,284.7
77.76,287.6
46.656,279.9
27.9936,276.4
16.79616,270.2
10.077696,262.3
6.0466176,247.4
3.62797056,207.9
2.176782336,166.2
1.306069402,122.2
0.783641641,95.4
0.470184985,85.5
0.282110991,75.5
0.169266594,67.4
0.101559957,68.3
0.060935974,76.6
0.036561584,72.5
0.021936951,70.8
0,71.7
0,72.6
